Temporada,Color,Estilo,Estampado,Escote,Longitud_manga,Corte,Material,Precio,Ventas
Otoño,Negro,Elegante,Liso,Asimetrico,Manga larga,Ajustado,Poliuretano,$350.00,30
Otoño,Rosa,Sexy,Liso,V,Manga corta,A línea,Algodón,$320.00,20
Invierno,Amarillo,Elegante,Floral,Alzado,Sin mangas,Ajustado,Algodón,$440.00,1000
Otoño,Verde,Elegante,Liso,Redondo,Manga corta,A línea,Viscosa,$235.00,10
Invierno,Multicolor,Vintage,Floral,V,Manga larga,A línea,Algodón,$307.00,30
Verano,Negro,Casual,Liso,V,Manga corta,A línea,Poliamida,$174.00,90
Otoño,Rojo,Casual,Floral,V,Manga corta,A línea,Poliamida,$193.00,100
Invierno,Negro,Casual,Combinado,Camisero,Manga larga,A línea,Algodón,$336.49,30
Primavera,Multicolor,Sexy,Liso,V,Manga corta,Generico,Poliuretano,$218.00,1000
Invierno,Negro,Casual,Combinado,V,Media,Holgado,Algodón,$264.00,10
Invierno,Negro,Elegante,Combinado,Alzado,Sin mangas,Ajustado,Poliuretano,$681.00,1000
Primavera,Azul,Elegante,Liso,Recto,Manga larga,Generico,Algodón,$270.00,1000
Otoño,Negro,Casual,Liso,V,Sin mangas,A línea,Algodón,$164.01,10
Invierno,Blanco,Vintage,Floral,V,Manga corta,A línea,Poliamida,$189.00,10
Invierno,Verde,Casual,Liso,V,Manga corta,Camisa,Poliuretano,$192.00,30
Verano,Rojo,Elegante,Floral,Corazon,Sin mangas,Camisa,Poliamida,$699.55,10
Invierno,Verde,Fiesta,Liso,Recto,Manga larga,Ajustado,Poliuretano,$369.00,1000
Verano,Negro,Casual,Combinado,Redondo,Manga corta,Camisa,Algodón,$277.00,50
Otoño,Morado,Fiesta,Liso,Recto,Sin mangas,A línea,Algodón,$147.00,50
Primavera,Azul,Casual,Liso,V,Media,A línea,Algodón,$176.00,1000
Verano,Gris,Fiesta,Liso,V,Sin mangas,Natural,Poliamida,$205.00,1000
Otoño,Rojo,Elegante,Liso,Redondo,Manga larga,Ajustado,Algodón,$133.57,1000
Otoño,Naranja,Casual,Liso,Recto,Sin mangas,Tirantes,Poliuretano,$328.10,90
Invierno,Naranja,Casual,Generico,Alzado,Media,Ajustado,Poliamida,$304.00,1000
Invierno,Multicolor,Casual,Geometrico,Asimetrico,Manga larga,A línea,Algodón,$304.30,1000
Invierno,Negro,Fiesta,Liso,Corazon,Manga larga,Natural,Tela tricotada,$438.30,30
Primavera,Naranja,Casual,Liso,Corazon,Sin mangas,A línea,Algodón,$357.00,10
Primavera,Verde,Elegante,Liso,V,Manga larga,A línea,Poliamida,$107.80,400
Primavera,Verde,Elegante,Liso,Alzado,Sin mangas,Ajustado,Algodón,$262.00,30
Otoño,Negro,Elegante,Geometrico,Redondo,Sin mangas,Natural,Viscosa,$312.00,10
Invierno,Verde,Elegante,Floral,Recto,Sin mangas,Natural,Algodón,$230.00,1000
Verano,Rosa,Fiesta,Liso,Corazon,Manga corta,A línea,Algodón,$306.00,1000
Otoño,Negro,Elegante,Liso,Recto,Sin mangas,Tirantes,Poliuretano,$460.00,1000
Verano,Negro,Fiesta,Geometrico,Recto,Manga corta,Holgado,Poliamida,$567.00,1000
Primavera,Verde,Casual,Liso,Corazon,Manga larga,Generico,Algodón,$312.00,1000
Otoño,Blanco,Elegante,Liso,Alzado,Sin mangas,Ajustado,Poliuretano,$295.00,30
Otoño,Gris,Casual,Liso,Recto,Manga larga,Ajustado,Algodón,$363.00,10
Verano,Blanco,Elegante,Generico,Corazon,Media,Natural,Algodón,$459.00,1000
Primavera,Multicolor,Vintage,Floral,Alzado,Manga corta,A línea,Algodón,$171.00,100
Primavera,Gris,Elegante,Liso,V,Media,Natural,Poliamida,$298.00,1000
Otoño,Amarillo,Casual,Liso,Recto,Media,Generico,Poliuretano,$227.00,10
Otoño,Blanco,Vintage,Liso,Alzado,Sin mangas,A línea,Poliuretano,$139.00,50
Verano,Negro,Vintage,Floral,Asimetrico,Media,Generico,Poliuretano,$185.00,1000
Verano,Verde,Elegante,Liso,V,Manga larga,A línea,Poliuretano,$293.00,70
Primavera,Negro,Elegante,Liso,Corazon,Sin mangas,Ajustado,Poliuretano,$159.00,80
Otoño,Multicolor,Elegante,Floral,V,Media,Ajustado,Tela tricotada,$286.00,1000
Invierno,Multicolor,Vintage,Floral,Corazon,Media,Natural,Elastano,$302.61,40
Primavera,Gris,Casual,Liso,Redondo,Manga larga,Camisa,Poliuretano,$264.00,100
Otoño,Morado,Sexy,Liso,Alzado,Sin mangas,Tirantes,Viscosa,$220.15,100
Invierno,Azul,Elegante,Liso,Alzado,Sin mangas,A línea,Poliuretano,$303.00,10
Verano,Negro,Elegante,Liso,Corazon,Sin mangas,Tirantes,Poliamida,$241.40,40
Primavera,Azul,Fiesta,Liso,Redondo,Manga larga,A línea,Algodón,$188.00,10
Primavera,Negro,Casual,Liso,Corazon,Manga larga,Natural,Elastano,$328.00,20
Primavera,Naranja,Elegante,Floral,Recto,Manga larga,A línea,Poliamida,$224.00,10
Otoño,Blanco,Casual,Liso,Recto,Manga corta,A línea,Algodón,$250.00,10
Primavera,Negro,Elegante,Floral,Redondo,Manga larga,Ajustado,Algodón,$171.00,40
Verano,Cafe,Casual,Liso,V,Manga corta,Natural,Poliuretano,$324.00,50
Otoño,Verde,Elegante,Generico,Alzado,Sin mangas,Generico,Poliuretano,$312.00,10
Primavera,Cafe,Casual,Combinado,Recto,Manga larga,A línea,Algodón,$196.00,70
Otoño,Rojo,Casual,Geometrico,V,Media,A línea,Elastano,$218.25,1000
Otoño,Verde,Vintage,Liso,Asimetrico,Sin mangas,A línea,Elastano,$281.00,10
Primavera,Negro,Sexy,Liso,Corazon,Manga corta,A línea,Poliuretano,$215.00,1000
Verano,Multicolor,Elegante,Floral,Alzado,Manga larga,A línea,Elastano,$234.00,20
Primavera,Rosa,Casual,Liso,Corazon,Media,Generico,Poliuretano,$567.00,1000
Primavera,Rojo,Sexy,Liso,Camisero,Sin mangas,Natural,Poliuretano,$330.00,1000
Invierno,Multicolor,Casual,Geometrico,Recto,Media,A línea,Tela tricotada,$176.00,20
Invierno,Amarillo,Vintage,Liso,Alzado,Sin mangas,A línea,Poliamida,$162.00,30
Otoño,Rojo,Elegante,Liso,V,Media,A línea,Algodón,$382.00,1000
Invierno,Naranja,Vintage,Floral,Asimetrico,Sin mangas,A línea,Elastano,$207.00,10
Invierno,Negro,Fiesta,Floral,V,Media,Natural,Algodón,$390.00,1000
Invierno,Verde,Casual,Liso,Redondo,Manga corta,A línea,Poliuretano,$990.00,1000
Primavera,Multicolor,Casual,Geometrico,V,Manga larga,Camisa,Poliuretano,$264.00,10
Otoño,Rojo,Casual,Liso,Recto,Manga larga,Ajustado,Poliuretano,$362.00,1000
Otoño,Azul,Vintage,Geometrico,Corazon,Sin mangas,A línea,Algodón,$189.99,1000
Primavera,Cafe,Sexy,Liso,Alzado,Sin mangas,Tirantes,Algodón,$162.40,75
Otoño,Rojo,Fiesta,Liso,Asimetrico,Sin mangas,Ajustado,Viscosa,$354.00,1000
Primavera,Naranja,Casual,Geometrico,Alzado,Media,Ajustado,Poliuretano,$384.00,10
Verano,Blanco,Elegante,Liso,Corazon,Sin mangas,Ajustado,Poliamida,$646.85,1000
Invierno,Naranja,Vintage,Floral,V,Manga corta,A línea,Viscosa,$141.90,1000
Invierno,Naranja,Elegante,Floral,Corazon,Manga larga,A línea,Tela tricotada,$371.00,1000
Primavera,Rosa,Fiesta,Liso,Asimetrico,Sin mangas,Ajustado,Algodón,$696.15,1000
Invierno,Cafe,Casual,Generico,V,Manga larga,Holgado,Algodón,$461.00,70
Invierno,Blanco,Sexy,Liso,Camisero,Sin mangas,Tirantes,Viscosa,$552.00,1000
Primavera,Azul,Fiesta,Liso,Alzado,Sin mangas,Ajustado,Poliamida,$229.20,1000
Primavera,Cafe,Casual,Geometrico,Alzado,Sin mangas,A línea,Poliuretano,$278.80,1000
Verano,Blanco,Vintage,Liso,Alzado,Manga larga,A línea,Poliamida,$286.00,1000
Otoño,Verde,Casual,Liso,Corazon,Sin mangas,Ajustado,Algodón,$149.00,1000
Primavera,Azul,Fiesta,Liso,Alzado,Sin mangas,Tirantes,Tela tricotada,$209.60,100
Otoño,Cafe,Sexy,Liso,Redondo,Sin mangas,Ajustado,Poliuretano,$370.00,1000
Invierno,Multicolor,Vintage,Floral,Redondo,Media,A línea,Algodón,$201.00,20
Primavera,Negro,Elegante,Generico,Corazon,Sin mangas,Natural,Elastano,$289.00,1000
Otoño,Multicolor,Casual,Geometrico,Corazon,Manga corta,Camisa,Poliamida,$257.00,40
Verano,Azul,Vintage,Floral,Corazon,Manga corta,A línea,Poliuretano,$754.00,1000
Otoño,Blanco,Sexy,Liso,Corazon,Sin mangas,Ajustado,Tela tricotada,$200.00,1000
Invierno,Azul,Casual,Generico,Asimetrico,Media,Natural,Poliuretano,$166.00,30
Otoño,Azul,Vintage,Floral,Camisero,Manga larga,A línea,Poliamida,$276.00,1000
Verano,Blanco,Elegante,Liso,Redondo,Media,Holgado,Poliamida,$231.00,1000
Otoño,Multicolor,Vintage,Combinado,Alzado,Sin mangas,A línea,Poliuretano,$435.00,20
Verano,Blanco,Casual,Liso,Corazon,Media,A línea,Poliuretano,$236.00,1000
Primavera,Multicolor,Vintage,Floral,Asimetrico,Manga larga,A línea,Poliamida,$287.00,1000
Invierno,Negro,Fiesta,Liso,Asimetrico,Manga larga,Ajustado,Poliuretano,$236.40,1000
Otoño,Rojo,Elegante,Liso,Redondo,Sin mangas,Tirantes,Viscosa,$203.00,40
Verano,Negro,Fiesta,Liso,Recto,Sin mangas,Ajustado,Elastano,$729.00,1000
Otoño,Rojo,Casual,Geometrico,Redondo,Sin mangas,A línea,Algodón,$410.00,20
Otoño,Blanco,Casual,Geometrico,Camisero,Sin mangas,A línea,Algodón,$321.00,1000
Primavera,Verde,Fiesta,Liso,Redondo,Manga larga,Generico,Tela tricotada,$296.00,10
Verano,Blanco,Elegante,Liso,Recto,Sin mangas,A línea,Poliuretano,$250.40,20
Primavera,Rosa,Casual,Liso,Asimetrico,Manga corta,A línea,Tela tricotada,$413.00,1000
Verano,Azul,Elegante,Liso,Alzado,Manga larga,A línea,Viscosa,$204.60,20
Verano,Negro,Fiesta,Liso,Camisero,Sin mangas,Ajustado,Viscosa,$384.00,1000
Verano,Multicolor,Vintage,Floral,V,Manga larga,A línea,Poliamida,$144.00,20
Otoño,Verde,Fiesta,Generico,Recto,Media,Natural,Poliamida,$232.00,40
Verano,Negro,Casual,Liso,V,Manga larga,Ajustado,Poliamida,$661.00,1000
Verano,Rosa,Vintage,Floral,V,Sin mangas,A línea,Algodón,$245.63,10
Otoño,Rojo,Casual,Liso,Corazon,Sin mangas,A línea,Poliuretano,$233.00,50
Invierno,Azul,Casual,Liso,V,Sin mangas,Natural,Poliuretano,$264.00,1000
Otoño,Morado,Sexy,Liso,Redondo,Sin mangas,A línea,Poliuretano,$230.00,40
Otoño,Verde,Elegante,Liso,Recto,Manga larga,A línea,Poliuretano,$159.00,200
Invierno,Multicolor,Vintage,Floral,Recto,Media,Generico,Algodón,$427.00,1000
Primavera,Multicolor,Sexy,Combinado,Redondo,Manga larga,Ajustado,Tela tricotada,$259.00,10
Otoño,Morado,Fiesta,Liso,Redondo,Manga larga,A línea,Poliuretano,$228.00,1000
Otoño,Cafe,Vintage,Floral,Corazon,Sin mangas,A línea,Poliuretano,$181.00,20
Otoño,Blanco,Vintage,Floral,V,Manga larga,A línea,Poliamida,$189.00,80
Otoño,Verde,Casual,Liso,V,Media,Holgado,Algodón,$99.54,20
Otoño,Cafe,Vintage,Generico,Asimetrico,Sin mangas,A línea,Algodón,$218.00,20
Invierno,Rosa,Elegante,Floral,Redondo,Sin mangas,A línea,Algodón,$263.00,1000
Invierno,Blanco,Vintage,Liso,V,Sin mangas,Tirantes,Elastano,$367.00,20
Primavera,Rosa,Casual,Combinado,V,Sin mangas,A línea,Algodón,$197.20,1000
Otoño,Rojo,Casual,Floral,V,Manga larga,A línea,Algodón,$595.85,10
Otoño,Verde,Fiesta,Liso,Recto,Manga larga,A línea,Elastano,$252.00,20
Primavera,Azul,Vintage,Floral,V,Sin mangas,Tirantes,Elastano,$357.00,1000
Otoño,Negro,Vintage,Combinado,Corazon,Sin mangas,Tirantes,Poliuretano,$244.00,1000
Invierno,Verde,Elegante,Liso,Redondo,Media,A línea,Elastano,$281.00,1000
Otoño,Multicolor,Vintage,Floral,V,Manga corta,A línea,Tela tricotada,$288.75,70
Primavera,Negro,Sexy,Liso,Redondo,Sin mangas,Ajustado,Poliuretano,$136.00,40
Verano,Negro,Sexy,Liso,Alzado,Sin mangas,Tirantes,Viscosa,$253.00,70
Invierno,Negro,Sexy,Liso,Asimetrico,Sin mangas,Ajustado,Poliamida,$379.00,1000
Invierno,Morado,Vintage,Floral,Corazon,Sin mangas,Tirantes,Algodón,$364.00,1000
Verano,Blanco,Sexy,Liso,Alzado,Sin mangas,Tirantes,Poliamida,$401.00,1000
Otoño,Amarillo,Casual,Liso,Redondo,Sin mangas,A línea,Poliamida,$460.00,1000
Invierno,Blanco,Vintage,Liso,V,Manga larga,A línea,Elastano,$420.00,1000
Primavera,Multicolor,Vintage,Geometrico,Alzado,Sin mangas,Tirantes,Elastano,$157.00,10
Verano,Negro,Vintage,Floral,V,Sin mangas,Tirantes,Poliuretano,$200.00,1000
Invierno,Verde,Casual,Combinado,Redondo,Manga corta,A línea,Viscosa,$336.00,1000
Otoño,Amarillo,Vintage,Floral,Recto,Manga corta,A línea,Algodón,$261.80,10
Invierno,Blanco,Vintage,Floral,Alzado,Sin mangas,A línea,Poliamida,$627.00,1000
Verano,Negro,Casual,Liso,Redondo,Manga corta,Camisa,Viscosa,$185.00,1000
Invierno,Negro,Casual,Liso,Alzado,Manga larga,A línea,Viscosa,$324.00,30
Primavera,Cafe,Casual,Generico,Recto,Media,Natural,Poliamida,$266.00,1000
Otoño,Verde,Casual,Combinado,Redondo,Media,A línea,Algodón,$312.00,20
Primavera,Gris,Casual,Liso,Redondo,Manga corta,Camisa,Poliuretano,$270.00,1000
Otoño,Multicolor,Vintage,Floral,Alzado,Media,A línea,Algodón,$444.00,1000
Verano,Azul,Vintage,Floral,Recto,Manga corta,Ajustado,Poliamida,$213.00,20
Otoño,Azul,Vintage,Floral,V,Manga corta,A línea,Poliuretano,$286.00,1000
Verano,Naranja,Casual,Generico,Redondo,Media,Holgado,Algodón,$274.00,1000
Verano,Naranja,Elegante,Generico,V,Manga larga,Generico,Poliuretano,$300.00,1000
Primavera,Azul,Elegante,Liso,Redondo,Sin mangas,Ajustado,Algodón,$370.00,1000
Primavera,Negro,Elegante,Liso,Recto,Media,Generico,Elastano,$329.00,1000
Invierno,Multicolor,Vintage,Floral,Asimetrico,Sin mangas,A línea,Viscosa,$408.00,1000
Otoño,Negro,Vintage,Floral,V,Manga corta,A línea,Poliamida,$385.00,20
Otoño,Azul,Elegante,Liso,V,Manga larga,A línea,Algodón,$189.00,30
Primavera,Negro,Casual,Floral,V,Manga corta,A línea,Poliuretano,$524.00,1000
Verano,Verde,Casual,Combinado,Recto,Sin mangas,Natural,Algodón,$221.00,1000
Invierno,Multicolor,Vintage,Floral,Recto,Manga corta,A línea,Algodón,$246.00,10
Verano,Cafe,Casual,Liso,Redondo,Manga corta,Camisa,Poliamida,$145.00,90
Verano,Rosa,Casual,Liso,Recto,Sin mangas,Ajustado,Algodón,$306.00,1000
Verano,Rosa,Casual,Geometrico,V,Manga corta,Ajustado,Algodón,$216.00,1000
Primavera,Multicolor,Vintage,Floral,Alzado,Media,A línea,Poliuretano,$135.00,100
Verano,Azul,Casual,Combinado,Redondo,Manga corta,A línea,Tela tricotada,$308.55,1000
Invierno,Negro,Vintage,Floral,V,Manga corta,A línea,Elastano,$631.00,1000
Primavera,Verde,Elegante,Generico,Camisero,Manga larga,Generico,Poliuretano,$346.00,1000
Otoño,Rosa,Sexy,Liso,Alzado,Sin mangas,Natural,Algodón,$294.00,1000
Primavera,Azul,Casual,Generico,Alzado,Sin mangas,A línea,Poliuretano,$254.00,20
Primavera,Rosa,Casual,Liso,V,Sin mangas,A línea,Poliamida,$283.00,30
Invierno,Rojo,Sexy,Liso,Corazon,Manga corta,Ajustado,Elastano,$206.00,40
Invierno,Azul,Elegante,Generico,Corazon,Manga larga,Generico,Poliuretano,$149.00,20
Verano,Verde,Casual,Liso,Recto,Sin mangas,Ajustado,Algodón,$171.00,1000
Verano,Azul,Elegante,Liso,Alzado,Sin mangas,Ajustado,Poliuretano,$292.80,1000
Verano,Negro,Elegante,Liso,Asimetrico,Sin mangas,Ajustado,Poliuretano,$679.00,20
Invierno,Negro,Sexy,Liso,Camisero,Sin mangas,Natural,Tela tricotada,$358.00,10
Primavera,Negro,Casual,Liso,Recto,Sin mangas,Ajustado,Poliamida,$945.00,1000
Otoño,Rojo,Casual,Liso,Recto,Sin mangas,Ajustado,Poliuretano,$252.00,40
Primavera,Verde,Casual,Liso,Redondo,Manga corta,Natural,Poliuretano,$179.25,40
Invierno,Azul,Casual,Liso,Recto,Manga corta,Ajustado,Poliuretano,$323.00,30
Otoño,Blanco,Casual,Liso,Corazon,Manga larga,A línea,Tela tricotada,$360.00,100
Primavera,Azul,Casual,Liso,Redondo,Manga corta,Camisa,Poliuretano,$177.87,1000
Invierno,Negro,Elegante,Liso,Corazon,Manga larga,Ajustado,Algodón,$327.00,1000
Primavera,Rosa,Casual,Liso,Redondo,Manga corta,Ajustado,Tela tricotada,$265.50,80
Invierno,Rosa,Vintage,Floral,Corazon,Sin mangas,Tirantes,Poliuretano,$423.00,1000
Invierno,Amarillo,Vintage,Liso,Redondo,Manga corta,Holgado,Poliuretano,$236.00,20
Otoño,Morado,Casual,Liso,Redondo,Manga corta,Camisa,Tela tricotada,$563.00,1000
Primavera,Negro,Casual,Floral,Camisero,Sin mangas,Tirantes,Tela tricotada,$393.00,1000
Otoño,Rojo,Vintage,Floral,V,Media,A línea,Algodón,$284.00,1000
Verano,Verde,Sexy,Floral,V,Sin mangas,Tirantes,Tela tricotada,$319.00,1000
Primavera,Gris,Casual,Liso,Redondo,Sin mangas,Ajustado,Poliuretano,$226.00,10
Otoño,Verde,Vintage,Floral,Recto,Manga corta,A línea,Poliuretano,$459.00,1000
Otoño,Rojo,Casual,Liso,Redondo,Sin mangas,Natural,Algodón,$549.00,1000
Primavera,Naranja,Casual,Combinado,Redondo,Manga corta,Camisa,Poliuretano,$159.00,1000
Verano,Naranja,Casual,Liso,V,Manga larga,Natural,Viscosa,$391.00,1000
Verano,Blanco,Casual,Liso,Redondo,Manga corta,Camisa,Elastano,$380.00,1000
Otoño,Naranja,Casual,Liso,Recto,Manga corta,Ajustado,Viscosa,$264.00,1000
Primavera,Rosa,Elegante,Geometrico,Redondo,Manga corta,A línea,Poliamida,$248.00,1000
Otoño,Azul,Casual,Liso,V,Sin mangas,Ajustado,Elastano,$170.00,60
Verano,Verde,Vintage,Floral,V,Sin mangas,Tirantes,Poliuretano,$261.00,1000
Primavera,Rojo,Casual,Liso,Corazon,Manga corta,Camisa,Algodón,$257.00,10
Invierno,Negro,Fiesta,Liso,Recto,Manga larga,Ajustado,Algodón,$424.00,20
Invierno,Rosa,Casual,Liso,Redondo,Manga corta,Camisa,Algodón,$318.01,20
Verano,Cafe,Sexy,Combinado,Recto,Sin mangas,Tirantes,Poliuretano,$156.00,10
Otoño,Negro,Elegante,Generico,V,Manga larga,Generico,Algodón,$260.00,50
Verano,Naranja,Vintage,Floral,Redondo,Sin mangas,Holgado,Algodón,$249.00,50
Otoño,Rojo,Elegante,Liso,Alzado,Manga corta,Ajustado,Tela tricotada,$416.00,10
Invierno,Azul,Vintage,Floral,Asimetrico,Sin mangas,A línea,Poliamida,$312.80,1000
Primavera,Blanco,Elegante,Geometrico,Redondo,Manga larga,A línea,Algodón,$99.99,1000
Primavera,Azul,Casual,Liso,V,Sin mangas,Ajustado,Algodón,$193.00,1000
Primavera,Verde,Elegante,Generico,Recto,Manga larga,Generico,Elastano,$145.00,1000
Otoño,Negro,Elegante,Combinado,Camisero,Manga corta,Camisa,Poliuretano,$169.00,90
Verano,Naranja,Casual,Liso,Redondo,Manga corta,Ajustado,Algodón,$604.00,1000
Verano,Rojo,Casual,Liso,Corazon,Manga corta,Natural,Algodón,$226.40,80
Verano,Negro,Vintage,Floral,V,Manga corta,A línea,Poliuretano,"$1,050.00",1000
Otoño,Rosa,Elegante,Liso,V,Sin mangas,A línea,Poliamida,$450.00,1000
Otoño,Negro,Casual,Liso,Redondo,Manga corta,Ajustado,Algodón,$320.00,1000
Otoño,Azul,Casual,Liso,Recto,Manga corta,A línea,Poliuretano,"$1,050.00",1000
Verano,Azul,Casual,Liso,Alzado,Manga corta,A línea,Elastano,$303.00,1000
Invierno,Verde,Elegante,Liso,V,Manga corta,Ajustado,Algodón,$467.00,1000
Otoño,Rosa,Elegante,Floral,Redondo,Manga corta,Natural,Poliamida,$356.00,1000
Otoño,Verde,Casual,Liso,Recto,Manga corta,Ajustado,Poliuretano,$471.00,1000
Verano,Naranja,Vintage,Geometrico,Alzado,Sin mangas,A línea,Algodón,$388.00,1000
Primavera,Verde,Casual,Generico,Redondo,Manga corta,A línea,Algodón,$428.00,1000
Otoño,Rosa,Fiesta,Liso,Recto,Manga corta,Ajustado,Algodón,$735.00,1000
Verano,Cafe,Casual,Liso,Recto,Manga larga,A línea,Algodón,$217.00,30
Primavera,Rojo,Vintage,Floral,Camisero,Sin mangas,Tirantes,Viscosa,$519.00,1000
Verano,Morado,Elegante,Combinado,Corazon,Manga larga,A línea,Poliamida,$858.00,1000
Otoño,Verde,Casual,Liso,V,Manga corta,A línea,Algodón,$945.00,1000
Primavera,Naranja,Elegante,Liso,Corazon,Sin mangas,Ajustado,Poliuretano,$423.00,1000
Verano,Naranja,Casual,Liso,Redondo,Sin mangas,Ajustado,Algodón,$624.00,1000
Otoño,Verde,Elegante,Generico,Corazon,Manga larga,Generico,Algodón,$515.00,1000
Primavera,Negro,Elegante,Liso,Asimetrico,Sin mangas,Tirantes,Poliamida,$510.00,1000
Verano,Rojo,Casual,Liso,Redondo,Media,Holgado,Poliamida,$500.00,70
Primavera,Rosa,Fiesta,Liso,Corazon,Sin mangas,Ajustado,Algodón,$211.00,1000
Invierno,Verde,Elegante,Liso,Camisero,Manga larga,A línea,Elastano,"$1,029.00",1000
Verano,Amarillo,Vintage,Floral,Recto,Sin mangas,A línea,Algodón,$205.00,1000
Verano,Azul,Casual,Liso,Recto,Manga corta,A línea,Viscosa,$789.00,1000
Primavera,Negro,Vintage,Liso,V,Sin mangas,A línea,Poliuretano,$410.00,1000
Invierno,Verde,Casual,Liso,Redondo,Sin mangas,A línea,Poliuretano,$359.00,1000
Otoño,Naranja,Casual,Liso,V,Manga corta,A línea,Poliamida,$374.00,1000
Verano,Naranja,Sexy,Liso,Recto,Manga corta,A línea,Poliamida,$316.00,1000
Otoño,Azul,Elegante,Liso,Redondo,Media,A línea,Elastano,$363.00,1000
Verano,Azul,Vintage,Floral,Asimetrico,Manga corta,A línea,Algodón,$318.78,400
Otoño,Verde,Vintage,Floral,V,Manga corta,A línea,Algodón,$223.00,1000
Invierno,Rojo,Elegante,Liso,Redondo,Manga corta,Natural,Poliuretano,$428.00,1000
Otoño,Cafe,Casual,Liso,V,Manga corta,A línea,Algodón,$456.00,1000
Verano,Azul,Elegante,Liso,Corazon,Media,Holgado,Algodón,$478.00,1000
Primavera,Azul,Casual,Liso,Recto,Sin mangas,Ajustado,Poliamida,$687.00,1000
Invierno,Naranja,Casual,Liso,Camisero,Sin mangas,Tirantes,Viscosa,$562.00,1000
Invierno,Cafe,Casual,Liso,V,Sin mangas,A línea,Poliamida,$363.00,1000
Otoño,Rojo,Elegante,Liso,Redondo,Manga larga,A línea,Poliamida,$630.00,1000
Verano,Azul,Vintage,Floral,Alzado,Sin mangas,Tirantes,Poliuretano,$349.00,1000
Verano,Rosa,Casual,Liso,V,Media,A línea,Poliamida,$352.00,1000
Otoño,Negro,Casual,Geometrico,V,Manga corta,A línea,Algodón,$549.00,1000
Verano,Rojo,Elegante,Liso,V,Manga corta,A línea,Tela tricotada,$585.00,1000
Invierno,Rojo,Elegante,Liso,Redondo,Manga larga,A línea,Poliamida,"$1,155.00",1000
Verano,Rojo,Vintage,Floral,Recto,Sin mangas,Tirantes,Poliamida,$198.00,1000
Invierno,Azul,Elegante,Liso,Alzado,Sin mangas,Ajustado,Algodón,$528.00,1000
Primavera,Blanco,Elegante,Liso,Camisero,Media,Ajustado,Poliamida,$275.00,100
Primavera,Negro,Fiesta,Liso,Alzado,Media,Natural,Tela tricotada,$271.00,1000
Primavera,Azul,Casual,Liso,Recto,Manga larga,Generico,Algodón,$500.00,1000
Verano,Verde,Casual,Liso,Corazon,Manga larga,Generico,Poliamida,$368.00,1000
Invierno,Blanco,Elegante,Liso,V,Manga larga,A línea,Viscosa,$188.65,30
Invierno,Negro,Elegante,Generico,Camisero,Media,Holgado,Poliuretano,$488.00,1000
Invierno,Rojo,Sexy,Generico,Corazon,Media,Generico,Algodón,$958.00,1000
Otoño,Negro,Vintage,Floral,V,Sin mangas,A línea,Elastano,$257.00,30
Otoño,Rojo,Sexy,Liso,Alzado,Sin mangas,Ajustado,Tela tricotada,$471.00,1000
Verano,Negro,Casual,Liso,Alzado,Sin mangas,Natural,Viscosa,$424.00,1000
Verano,Rosa,Casual,Liso,Alzado,Sin mangas,Tirantes,Algodón,$250.00,50
Verano,Verde,Casual,Generico,V,Media,Ajustado,Poliamida,$389.00,1000
Otoño,Negro,Casual,Liso,Recto,Sin mangas,Natural,Algodón,$295.00,600
Otoño,Rosa,Elegante,Liso,Redondo,Manga larga,Ajustado,Algodón,$486.00,10
Primavera,Azul,Casual,Geometrico,V,Manga larga,Natural,Algodón,$409.00,1000
